USER_NO,CLV,frequency,recency,T,monetary_value,exp_avg_rev,avg_rev,error_rev
0042a29235253a3a147950d07c6defd1c5992f1dc6b2400a29310964eee921ce,0.64,2.0,2.0,341.0,562.56,1355.763282249064,562.56,793.2032822490642
0045975298ef669ab565b42e7788460b120e96969e77c4446ed9fc53fb1dbe85,6466.06,2.0,75.0,83.0,496.55999999999995,1274.4481514544088,496.55999999999995,777.8881514544089
0046665f01fa233f15bb8d847f5622793df8bf4c32601c3d7f5eb353a41cb436,0.03,4.0,7.0,423.0,13749.539999999999,15475.851063521573,13749.539999999999,1726.3110635215744
0053c8f59b250c78f3d8e22101849a1b745dcab35512ec303f29db4f69627a6b,0.0,110.0,123.0,236.0,581.9095380401457,593.7218682581387,581.9095380401457,11.812330217993008
005433da1e1d3f858d67fb0aee5325aaa53abfb188745d99c2758db6c463bb4b,2.75,4.0,97.0,678.0,228.825,549.4996055062923,228.825,320.67460550629227
0054d58cf3cbd205a2dbab745a3bba2d56c05d8d200746c0c196cb9ad84fdbad,473.31,1.0,154.0,694.0,150.8,1967.7232393945071,150.8,1816.9232393945072
005613375ac27da753e22afb281f5bee47e3263a1ace23cd1625d500f6576c8f,1117.18,1.0,108.0,350.0,160.0,1982.483052629498,160.0,1822.483052629498
00586471a97b191257df3d239e37a2270ba1a67abd3f8bfaf8a8f35d09395a57,4.11,2.0,9.0,337.0,118.05,808.105876347061,118.05,690.055876347061
005ae5e5e91dd7520b36939813752f5bf46c539ce2bc0b9d0feaa8cdb1a25ba5,1286.21,1.0,87.0,372.0,732.0,2900.1583972397993,732.0,2168.1583972397993
005c5debeeb3900d625ff9a55a6ac095e8c72a47abc8ef3b8ffb4436f87189bc,11781.43,23.0,663.0,687.0,1106.1808695652173,1172.147879785447,1106.1808695652173,65.96701022022967
005ce02fab667e3b52cee57a14c1c0fece7fe7b807bb24be7c8005dcb1708992,0.05,2.0,2.0,694.0,193.81,901.445790119835,193.81,707.6357901198351
005d9ee832bbee64961c4a14627bc4acd185cd9dce4c61ea29584cbcf812413a,1.02,10.0,63.0,299.0,37253.32,38823.310245868255,37253.32,1569.9902458682554
0060c9a87d902b45102f4f8a67e5fcfe10964b044681dd391234a734cef6ad97,29529.96,50.0,315.0,316.0,652.6132,679.2446308208649,652.6132,26.63143082086492
006228055afe1ccf3c03bf2a4bfb56f189514aa824cd4d7bb8c6efae8448f6d1,527.77,4.0,56.0,189.0,1218.58,1642.1512136000888,1218.58,423.57121360008887
006273cf2565ebadcf07966f821afa7acb15ae9a6cdb5d5e79abd37dca7cc8b4,872.59,2.0,2.0,57.0,6611.1900000000005,8807.962366771422,6611.1900000000005,2196.7723667714217
006618f5b32a4d3afc12135c1d2f8a84b93c1be95d523dabac49b9d29b7171c9,1122.27,1.0,1.0,106.0,4310.46,8641.180274292561,4310.46,4330.720274292561
00675e338207146f8f34b2a1dbcd27dddfb3935daa6bfdaf7c5324b16a811e2b,88.88,2.0,6.0,311.0,22392.16979927654,28250.878070498457,22392.16979927654,5858.708271221916
006b67e8c0a2ef3b73492149746a9806efaab77d890cd3ad7db12feff05badd0,214.96,1.0,1.0,125.0,350.0,2287.30528248257,350.0,1937.30528248257
006e26aff219a3881c8ae7c6a057caeee2cc13df12f41770a6297d2556f7189d,41432.31,45.0,483.0,492.0,1514.797111111111,1551.690658681741,1514.797111111111,36.89354757063006
00716a29e1bdeb33cfa10fc5948e3420a5634e1f7d1ef7c65e5d4b18bffd817b,125347.57,30.0,612.0,625.0,8520.951012974414,8665.615164724215,8520.951012974414,144.66415174980102
0071b1f1d55f1e1e3138c9db81b9253e5ff0ab659e5d4ed987f605d8652c5894,336.18,2.0,66.0,291.0,120.0,810.5083688478121,120.0,690.5083688478121
0073cca7856bc110ffe835ba4059d1142801b55b355500ac6d46de2323b45732,32.78,1.0,5.0,482.0,130.43478260869566,1935.050760569981,130.43478260869566,1804.6159779612854
0074203ac5e8867102dc6feeda69f44a9a09c683c714d45001701cd5e74400f3,2056.68,10.0,588.0,610.0,297.658,421.09086631200677,297.658,123.43286631200675
007501d3589d50c6c7449ec06b58ca38c78b138d0d5a21c8e515c519ce5115a2,6341.7,8.0,80.0,80.0,175.61499999999998,325.4004282846953,175.61499999999998,149.7854282846953
0076481215ca83094736c719540aaba9c0180432b3bcb22d266d64fa0f7dd495,172.18,5.0,307.0,662.0,173.54356333758344,420.35376481652196,173.54356333758344,246.81020147893852
007de9025714ac762ac6315afb7058e99271ecc7d502563fa712120aa550e50a,9240.89,1.0,10.0,23.0,12.5,1745.8447426119815,12.5,1733.3447426119815
008229e8baf874126c5485f0a17557b809d67e85a57e7385fbfa94722115fefa,234.03,1.0,15.0,361.0,516.8,2554.9071137430565,516.8,2038.1071137430565
00865b4e62efd344adb1aee7051694d2877b600c5e20a4db3a9d1212228933ae,0.49,2.0,3.0,357.0,35.95,706.954781828255,35.95,671.004781828255
0087aabdb10f6f354cc1e4e664666b0dbd9dcf586ceaf9b8e15b45ced5b20d4e,0.2,16.0,32.0,93.0,3505.9355227870756,3659.318221768111,3505.9355227870756,153.38269898103545
00921c110e5c6843eaa37cd266d5c1b7a53595c730c6852802bf6488655d38cd,58456.97,20.0,64.0,69.0,1149.1196347257423,1225.995885652442,1149.1196347257423,76.87625092669964
0092ce95c6c7e532438af479deb1473fff62f4cd9aec4314285e2208f0b7dbc6,381.18,4.0,245.0,548.0,338.235,670.2840546290977,338.235,332.04905462909767
00956ab45a68dedd2f2f95f057dd431ac06f02603a650e1d7010f9c02b80f56b,0.0,9.0,38.0,456.0,833.8015459775875,994.9682307643076,833.8015459775875,161.1666847867201
0095a64b3196e421a012d0d128931b115b6712c00b83c4f72dac5a4ac2db0573,1259.75,3.0,352.0,372.0,121.91887203422793,549.482917306169,121.91887203422793,427.5640452719411
0095b3aaaf369ded46bd63b6687cec6d938640c2584b5901994d95175b2707af,0.09,2.0,2.0,639.0,590.7007228449943,1390.43398768538,590.7007228449943,799.7332648403858
009a62f8aa72324dfcf98f1d4c48b8867e92c00bb35eb3834b13452689dbcc85,3667.03,1.0,35.0,85.0,2.8,1730.2827656142194,2.8,1727.4827656142195
009edb9e100d65ecae4dd901f04f3a04d35ac0876aeac1c438cba3f78630dad4,1.34,4.0,55.0,526.0,423.845,764.7942153950548,423.845,340.9492153950548
009f6c67401235d6c6094e3c7d507a6560f66482c37b75fd87e5ce13525089f7,0.0,67.0,236.0,619.0,682.7977480574067,702.8044074038955,682.7977480574067,20.006659346488846
00a24b02b312e8ff0037882012654a4d138fa02982f27b7ddded5eb93301cac0,7971.43,3.0,29.0,31.0,148.70666666666668,580.1172143125167,148.70666666666668,431.41054764585
00a3f885eb7c0af2de229a271f8b78cbb75301ad1e01f8f31b00c95c4ffba034,14377.24,5.0,14.0,14.0,179.308,426.5878606540788,179.308,247.2798606540788
00a70f3d2ad219ca54927ed26404869b98a5585621fe4c55282ca0eea0cc6e12,122.11,5.0,207.0,514.0,203.696,452.96288013822016,203.696,249.26688013822016
00a752b1a706ff9dc4a8eb4389e33b69c90e2cc49011a0c6c2d5cc2958fa0568,10722.93,16.0,174.0,183.0,442.455625,521.9762988142005,442.455625,79.5206738142005
00a788281b4599788c3bb8581e1970647c67c955d34712818b4088457de793ee,7294.25,13.0,235.0,236.0,411.81615384615384,509.3210561388619,411.81615384615384,97.50490229270804
00aa70066b52db8724d77174d136a1da2af908bb6a0b2d5c024e22cbf419bcbc,2751.44,1.0,229.0,264.0,447.94578947368416,2444.442408546191,447.94578947368416,1996.4966190725067
00ae7e6877ff0861d8079316ef5a43942b0599fe0de4ee12f821b1851f7c26df,17.51,1.0,2.0,644.0,1387.9117364886474,3952.455650414906,1387.9117364886474,2564.5439139262585
00af1ff5556831109106db24ffce806568ad4bf025e432db46cac776097b79ea,1.36,23.0,363.0,633.0,1122.4339130434782,1188.671541969283,1122.4339130434782,66.23762892580476
00b28c5639525c88086a544dab2a7ed1f1252633fa6e29ab9b651bb0bad8834d,350.25,1.0,103.0,636.0,0.8,1727.0741105631344,0.8,1726.2741105631344
00b99136471b467dd9250d6f69a16af5b2d519e0f71b9828a916e4881e82b42f,5000.28,1.0,20.0,53.0,12.2,1745.3634443543187,12.2,1733.1634443543187
00be63465dbecdc0460481fbaf9e2788d694ffbedc5704f5ee685a197bbb0567,9696468.8,470.0,525.0,525.0,36061.776602367136,36092.99241147977,36061.776602367136,31.215809112632996
00c06f97563e4e7044a9ae5f3e126f46f64f7db9755f19f2404183572e2c9c3a,5126.01,6.0,362.0,418.0,1096.2166666666667,1360.9429450567,1096.2166666666667,264.72627839003326
00c1fd93cd7ffccd990b5a0e53058fa7d1a2b24d11121edeb76ff7cf90f1b458,296.17,4.0,287.0,704.0,541.6971459537572,894.8984702800291,541.6971459537572,353.2013243262719
00c29bddbe02487392e5ae171fd589fae008abf66a80e01b99b9618a5fe51683,73.1,3.0,98.0,407.0,7.91336328843022,419.1071748010617,7.91336328843022,411.1938115126315
00c751d489d8234830494102ef48f80ad33045db168ec08569a3938e423199f2,0.0,35.0,97.0,283.0,3627.9440000000004,3698.4833177813757,3627.9440000000004,70.5393177813753
00c7cf68ec0d0afb758f1cd54254348a07bd8b8d64ec63ad802b791f090adfa9,3577.95,17.0,411.0,443.0,275.30294117647054,346.25223574815357,275.30294117647054,70.94929457168303
00c851e914c3afe30f1ef7054ffb626104dd1a84e4dd9a404fc2623028d7cbeb,2165.56,3.0,641.0,666.0,1016.1733333333333,1572.1448102532775,1016.1733333333333,555.9714769199442
00d08244d92510696423a4342d7ed8102d39dca9b65b87cfd2ca3f4082661031,22505.4,41.0,136.0,142.0,337.61926829268293,367.2300008690405,337.61926829268293,29.610732576357577
00d11c69d289f09b98fe11b3f910b8e9bb46f10fc3b09ee5fc322153c2954025,0.0,3.0,3.0,693.0,2072.9666666666667,2780.684792430756,2072.9666666666667,707.7181257640891
00d2f5a61af591ec3988dbc0af86ae1ca6381daaad73ae7ea5ee867679921f88,0.13,4.0,32.0,461.0,51.33754544561932,353.56025421701503,51.33754544561932,302.22270877139573
00d3e8efee51294e12d2099275264c057fbcd26a190f97bcffe4792e435fbef6,49365.58,84.0,714.0,718.0,1338.4914285714285,1357.3844910830264,1338.4914285714285,18.89306251159792
00d6f9f4e2f8d8c593f592a8e563cbbc55a282e0b833283f337decdb916aabce,1455.17,7.0,477.0,506.0,192.06857142857143,365.4046351633953,192.06857142857143,173.33606373482388
00dc1f74f7127b03e4b2709bcafbcb76c4e513f8b4992a30792e5bf0debbb38f,0.01,6.0,56.0,573.0,378.4533333333334,595.0991902901188,378.4533333333334,216.64585695678545
00dd35a7a8e594695e27b6ae969a28976486cacf38d14818687b6407b3796e24,2377.81,18.0,155.0,186.0,116.35444444444445,179.88045029620997,116.35444444444445,63.52600585176552
00e1144ec0ba0e66a16f641f1db8a29141d8633d1b94fb9561f81723e2ca6ffd,0.02,4.0,22.0,503.0,114.92381555087621,423.75706078348395,114.92381555087621,308.83324523260774
00e126f010e0ffcbedad7abc717946b7e6ef056dcbb511fa96c741a81f759cae,0.0,11.0,21.0,359.0,1262.7685171235198,1408.8036180373945,1262.7685171235198,146.03510091387466
00e2bacf2034d49da30cba430035ee8890cfe0d6f979772e52948fa1d0970674,45172.95,13.0,209.0,234.0,3376.191538461538,3562.15485503132,3376.191538461538,185.9633165697819
00e63cb7ac2ab8415ac6f240191ceac3068501ff94701d50257a059ca5ac0eb6,982.84,2.0,63.0,190.0,177.45000000000002,881.2894940622507,177.45000000000002,703.8394940622507
00e6e8473d7e85a2bc33b9c9e4cb42fbc4a942a0be270fb0cc3f3f935fd8db89,3294.32,58.0,646.0,681.0,131.71137931034482,151.24034104446534,131.71137931034482,19.528961734120514
00e7f795c7eb786657462b071d4c8b384dd99cf50a2afecf7c9e005b62e9188c,9170.41,12.0,29.0,34.0,136.63335874174692,233.6089308503163,136.63335874174692,96.9755721085694
00ed9bb12e018d7af5b451b5f886fe8a4e5ffcf909737b53aafa6bf3d61e96fc,0.31,2.0,5.0,611.0,365.31,1112.7419254423103,365.31,747.4319254423103
00f26004ccac6240779eaa01dd92b5afad7134a5b45eecb6906a1f4aa6b615dd,6123.23,4.0,19.0,53.0,2646.75,3218.7961884992483,2646.75,572.0461884992483
00f5dddb638c39b2cae836948466b1d2095bd6eab4afd6021f541440181a0147,122.97,4.0,11.0,54.0,176.11908390823038,491.314293005998,176.11908390823038,315.19520909776764
00faee9deb1130c78b0533277d82a20a346a2d9fd2cbef4e3c675823b5dc010a,7.19,1.0,1.0,634.0,347.98994974874375,2284.080503536756,347.98994974874375,1936.0905537880124
00fb32bd8b8cb53b7a7c91e9b4d6765c774a905452dbb4ae883f7f71bb7ba4c6,2.22,5.0,39.0,287.0,858.3548968626765,1160.9603034701693,858.3548968626765,302.6054066074928
00fc3359a625c32ddac063d336bbd80334aa47184e757c6bf7286c6f09063b6c,511.05,1.0,155.0,622.0,23.33965244865719,1763.2350954026763,23.33965244865719,1739.895442954019
00fe5c0c3f1af9396ce607f6c99fbdc9769155e89dbd9fb997b76ee5bad99e2a,0.9,7.0,141.0,546.0,102.03874651342561,270.2545693542421,102.03874651342561,168.2158228408165
010589010a05af6b9f3a791fe65339e4df109df6e34e29608e57f7e20c0c6275,0.0,14.0,76.0,573.0,271.28793199258746,357.7500074180524,271.28793199258746,86.46207542546495
010c61d616f32a751c7f8f45d678a193c91d4fdd5ddb3a873e14a6df2a11b115,7.22,2.0,5.0,243.0,645.5699999999999,1458.0355399348873,645.5699999999999,812.4655399348874
0111895aaa30315962b5a2cbd51af05ef35aef467bea89fe54be3a6d9eb56c6f,0.02,3.0,6.0,634.0,1827.1599999999999,2499.5823524527987,1827.1599999999999,672.4223524527988
0115acdb7ea03e68e92bb7cbb96eb23265775278f5be272a6e1f279b8f2a6122,1116.04,2.0,2.0,41.0,3123.13,4510.506986171344,3123.13,1387.3769861713436
01160aa22460940e772ac0f0ef0dc97fc872cd87df881da7a57cfe7a1c39db9a,0.0,14.0,61.0,593.0,222.79999999999998,307.9213796766812,222.79999999999998,85.12137967668124
0118bd37af1d1a51e97fa3049862ab00b662f10efca9c48b5c63b3586431a18f,2312.09,2.0,85.0,120.0,6.25,670.3629729706602,6.25,664.1129729706602
0119958626e17205c8ba6a46056d39c8fe75e6f38819e384c3713658478788da,10.46,1.0,1.0,609.0,822.5,3045.3500383013943,822.5,2222.8500383013943
011ce0f19a5c98343ad7b1158a46954d408406a261c8daf23a445be7cdcdf4c6,0.03,5.0,27.0,431.0,883.6959999999999,1188.3660804505096,883.6959999999999,304.67008045050966
011d6518fb62bf50d0c6473d858c0d524fd034188e66edd564ce334e0c552b96,61036.88,1.0,1.0,7.0,3788.85,7804.346993694344,3788.85,4015.496993694344
011fef408f76d0b5133b6cb8069019a47204f40ef78f4d5046f71224d6d9df80,159.07,5.0,316.0,678.0,143.91293386098425,388.308971074818,143.91293386098425,244.39603721383372
012a6fd07ca5d586e0bbcadea1b027ce6c494ec5231ea0006e3ac77fadb83e44,604.81,4.0,263.0,440.0,93.355,399.94591459443376,93.355,306.59091459443374
012b30ee11cc6e01e3a18fafe24ea80438ede276151b3c759d017addec60b6ee,302880.6,51.0,79.0,81.0,2580.462056830624,2620.9124567215727,2580.462056830624,40.450399890948574
012cf8f4c674a6ffa8c82c30947b2c5283e281e57a1d83a92082b2c941a7d486,0.0,12.0,20.0,334.0,502.9651726861993,611.8127479283027,502.9651726861993,108.84757524210335
0131517dba51c51d4fb2048b7d79f499e4313b0158f9d8e81b3528186fda6cb0,26.91,1.0,2.0,502.0,1132.0,3541.8894074567934,1132.0,2409.8894074567934
0133a27a5ce83ceb2464d23e7338b87057714686438574983800e01d12bbbdc9,660.85,1.0,17.0,238.0,666.6666666666666,2795.3423322376902,666.6666666666666,2128.6756655710237
01356b04aeb626c8561295645b201a2a024a0f425c0d43e5ecce1881aaec1c6b,0.0,8.0,16.0,267.0,1239.6208333333334,1441.981292265973,1239.6208333333334,202.36045893263963
013b37dd7aff18fff079e1c9b4e1746ffb71123476ce97d7602f663ec5b49449,336.91,8.0,31.0,68.0,334.7875,492.4380158656468,334.7875,157.65051586564675
013ba6fd65835be0ba3fbc023475295bd70d87658763bfe76934f33223183d65,1642.99,10.0,401.0,453.0,167.23,285.55751639564585,167.23,118.32751639564586
0140d708eea91015a17417d246e71c0552a6d806fa03f4b9974fd034d8efdf0d,31263.22,44.0,400.0,410.0,1003.0029545454546,1036.3229064884538,1003.0029545454546,33.31995194299918
014391cb58960e72c67e255094324ce65e353036b6acd6e8d78e6b47a03aa855,1230.8,1.0,397.0,460.0,38.095238095238095,1786.9078876109857,38.095238095238095,1748.8126495157476
0145e5a0dec7eadd21fdd0212acddad1d73de309ce2ed238f707219e4697ab9e,191.9,9.0,88.0,173.0,274.8133333333333,411.5621477076261,274.8133333333333,136.7488143742928
014649014cd922867977d8238a4c58320129e1d6dffe3f0798de80dd4159678f,1.84,2.0,2.0,196.0,35.7,706.6467699691843,35.7,670.9467699691843
0149cf6a45cc8e686f39254aa5e18452b131d6fa2e43d7f02c113b9a0817ee0f,1387.38,8.0,254.0,292.0,64.82000000000001,209.13078675722346,64.82000000000001,144.31078675722347
015365e2e992da1bc8b526af1c7e3dc700ddbe0b080bf3c88eb8f1e0f2373073,134.14,1.0,22.0,476.0,0.8,1727.0741105631344,0.8,1726.2741105631344
01545896831e3b3010944c450b8263fdfde70c47e93e196f52767a115d2875ce,99.13,1.0,24.0,718.0,628.0,2733.308334583381,628.0,2105.308334583381
0157e65ff0ab5db2fda9f1d672f758e77d6744d43ab4a09ca338cd821a5bc75f,113.19,2.0,9.0,165.0,1500.0,2510.7338309178767,1500.0,1010.7338309178767
0159c4aae04b276dda04a764a4420864e01a3aad7736f03de0f13571b5310d08,628.61,2.0,543.0,675.0,56.06,731.7312557718992,56.06,675.6712557718993
015d0b21a2d2de82a17613e0596ea87c9248425dd38c195abcd300d312602581,153276.67,17.0,366.0,366.0,11325.4,11646.745545467144,11325.4,321.3455454671439
015e132bbeaa9d99a32427945675c7dba062751df452934e5a9979ace5e808fb,565.73,12.0,197.0,334.0,1435.0466666666669,1574.1009397603605,1435.0466666666669,139.0542730936936
015f50e24731bedf136892d91b577aa871a708526a6cb90e79f3fad1ef2f1bf8,11410.18,19.0,526.0,546.0,1043.9494736842105,1122.8264499404297,1043.9494736842105,78.87697625621922
016342f7f38920a6837b7db241eefded880e034e32f7c899845ce2cedac1fe10,189.58,11.0,139.0,288.0,2715.9927272727273,2913.556855196734,2715.9927272727273,197.5641279240067
01641affd07015b88a1462b417dfde8b09850d30d88886d64239bf6bee52cdbc,13235.15,5.0,64.0,83.0,1030.92,1347.5851992192986,1030.92,316.66519921929853
016467b5a4bf7775d67041bb97c72c38c89711ec3562387cf71db91120b0c972,0.0,12.0,14.0,163.0,2253.3379294462393,2418.9112108981194,2253.3379294462393,165.57328145188012
016d0eec436041ae08effc4dc2a29ac6bc2956d29e363e863c14dcd407bcf38b,0.02,3.0,9.0,728.0,979.3541641945503,1530.0387175942515,979.3541641945503,550.6845533997011
016f8ae942e211d534c1f6c72c587c790179291fff322554879f592b96169151,0.0,92.0,501.0,713.0,284.51130434782607,297.42156722152725,284.51130434782607,12.910262873701186
0170ab4bbf6d8f008fa734f29b1bbcd2295371e91e6fd40048389105ccae9091,290114.63,52.0,216.0,217.0,4731.1425,4786.502453224752,4731.1425,55.359953224751735
0173fbd38979c4086b990e3b39a37aff4380e9e4d80e1fb3d9247fe3fb505edb,46.02,1.0,1.0,466.0,3604.5,7508.589214360587,3604.5,3904.089214360587
01744308a0462fe07970f6e7eb2ce8fc0d099112daf6596b900fdc91d3cbd540,4721.9,10.0,142.0,142.0,171.847,290.3552398642556,171.847,118.50823986425561
01752142079bea304b436a94753f0b7bddfa3da8cf4818edf425530087ed3cad,0.37,2.0,2.0,632.0,3843.065465747649,5397.501631034694,3843.065465747649,1554.4361652870448
0176ecbd2928373b93ec0db7382e86d6fb31d1454ebec5174dc86a006c7b7630,1415789.39,51.0,708.0,711.0,63031.21058823529,63521.472380258805,63031.21058823529,490.2617920235134
01776a07b73c43f2ac19b02c6896a8c354ec246e9042e44f597c315d196a8f2f,1156.98,19.0,339.0,463.0,1121.1263157894737,1201.5643153139301,1121.1263157894737,80.43799952445647
0178e4c1f219659c99eeb72be485058edb7cf0c88d4060ed9361d323ec6d0b0b,60.23,3.0,72.0,354.0,83.19333333333333,505.19671642356906,83.19333333333333,422.00338309023573
017c1bb4cf73f0332a99797b430073775bcbd9f92c95a59388d2340b7ee390a6,0.01,21.0,62.0,156.0,1664.445673371128,1747.0067424930128,1664.445673371128,82.56106912188488
017c68e83ff8907b690e053c3f22b5cfa0c6aeed45300c2c8e1ddc03fd24dca2,120.1,1.0,30.0,594.0,15.685714285714287,1750.9556717290668,15.685714285714287,1735.2699574433525
017dfcbb3194348685beaa9a821bd963291aecd2271dec3dec49a7f948dd5fb1,40.27,1.0,2.0,320.0,189.5,2029.8107146330012,189.5,1840.3107146330012
017e2dd2901485506870be162cb5d6e0a6db2e8c66aa48d73d43bee4d8239776,0.03,36.0,173.0,292.0,2247.6605555555557,2301.624419421648,2247.6605555555557,53.9638638660922
018279fa19f04a97eda14bca54fcd97d9815a54984675bf33e4075bedc9ae3b3,6.99,1.0,1.0,638.0,328.2714839382872,2252.4456260755724,328.2714839382872,1924.1741421372851
01843a399a05433ba413f3907daeb6fdde7cfa329b82eaade217b584471d045e,83.9,1.0,1.0,188.0,189.6,2029.9711473855555,189.6,1840.3711473855556
0185e284aa7135fc0e5124c7f2e0e131bdf44ed22bb49b58843a1cc70007b78f,0.0,43.0,55.0,631.0,5424.109767441861,5497.2832243686735,5424.109767441861,73.17345692681283
018bed04bcd6334fea29d2d5327fe07cf95039729ae503a7ea3bbe5edf7665b0,0.07,4.0,26.0,515.0,398.95,737.3110889814525,398.95,338.3610889814525
018bf1f24bb501db6a0b2cb2df2d56556e6a589d2be1a3f2a44b7a071ef59ccd,9.44,6.0,122.0,407.0,96.51666666666667,294.2765857087006,96.51666666666667,197.75991904203397
018d5a4e3a8adbbd38d8b3ae034b1c060d4e734aa7c17b4fb47b0732a0df2e58,51.46,4.0,151.0,653.0,948.29,1343.7614068785545,948.29,395.4714068785545
019153ac956102ae34df641bfe90569fd55233e72a500903769176520b040e93,5.2,4.0,88.0,509.0,55.42,358.06712766934805,55.42,302.64712766934804
0194382f991423ab2cb393156d1b6bb81a651ba3a5c7633a0ee80e24a4ac6dff,14.26,1.0,2.0,578.0,510.6,2544.9602830846934,510.6,2034.3602830846935
0194a795cc6ea8d9e42a28521cad7be0c4fb14095d47a4ed788bca91cdd07ef2,3348.57,3.0,110.0,201.0,910.8666666666667,1451.7169905062729,910.8666666666667,540.8503238396062
0197c303c7415dd9f33797cf11cd5ec4d9a7f755058776e4e654477a79e6a07e,0.45,2.0,2.0,537.0,2684.36,3969.9215325536024,2684.36,1285.5615325536023
019904ad216a37a4eaccab0119b057ad248fcd5b80761324514e89990cb1ebb0,2.82,4.0,42.0,377.0,531.755,883.9227219743615,531.755,352.1677219743615
019be83f6562c9acdbdc5aff0cc018def56e3760e207f30160b1f1c73821b904,228.39,1.0,27.0,417.0,57.94,1818.745385372632,57.94,1760.805385372632
019cf153356a2030b7b0789900a6db6764388e924c456b30083b2eff150d5c46,3.93,5.0,20.0,122.0,90.904,330.9811187123028,90.904,240.07711871230282
019fe6f06a3a82fed4e7dc79bfb0bc69f5c34b6f0205d1892edb9fe452e6393e,35626.19,90.0,474.0,482.0,644.8379268940718,659.5507394523522,644.8379268940718,14.712812558280461
01aa40b0e5b541d8bcb969ea31a8c7cad2bd4c9338edcb5034e6f36fa85f2f59,46.62,31.0,164.0,224.0,346.9264516129032,386.32101128015427,346.9264516129032,39.39455966725109
01adcb83cadb9e04262e35a6671c2a6438028f038a77f4d392c48630410fc455,39.24,14.0,145.0,281.0,1173.2428571428572,1284.6440686388878,1173.2428571428572,111.40121149603056
01ae75d28a851d21b36cd9cc4e5665841a968c44fdebfef233b3a996f8ffba1d,1.55,33.0,455.0,714.0,5768.292121212122,5867.8694928012565,5768.292121212122,99.5773715891346
01af2d09d8309bb06b4fa9b1a1396fff8c2e0cfc00e06a0ec53f74fe3ef21ff5,2656.72,1.0,53.0,137.0,91.66666666666666,1872.8540050507615,91.66666666666666,1781.1873383840948
